method,emotion,precision,recall,f1,support,seed
trained_distilbert,love,0.6394316163410302,0.7515657620041754,0.690978886756238,479,42
trained_distilbert,amusement,0.5764546684709067,0.7874306839186691,0.665625,541,42
trained_distilbert,admiration,0.6241799437675727,0.6491228070175439,0.6364070711896799,1026,42
trained_distilbert,remorse,0.4312796208530806,0.6946564885496184,0.5321637426900585,131,42
trained_distilbert,curiosity,0.43037974683544306,0.677536231884058,0.5263898662913441,552,42
trained_distilbert,neutral,0.471939736346516,0.5921550094517959,0.5252567595891846,2116,42
trained_distilbert,sadness,0.5106951871657754,0.4948186528497409,0.5026315789473684,386,42
trained_distilbert,surprise,0.49843260188087773,0.4774774774774775,0.48773006134969327,333,42
trained_distilbert,fear,0.40229885057471265,0.5932203389830508,0.4794520547945205,177,42
trained_distilbert,joy,0.4696969696969697,0.47071583514099785,0.47020585048754066,461,42
trained_distilbert,anger,0.4042145593869732,0.482837528604119,0.44004171011470283,437,42
trained_distilbert,optimism,0.5028571428571429,0.3876651982378855,0.43781094527363185,454,42
trained_distilbert,confusion,0.3132075471698113,0.5985576923076923,0.4112303881090008,416,42
trained_distilbert,disapproval,0.3508158508158508,0.4762658227848101,0.4040268456375839,632,42
trained_distilbert,desire,0.3295880149812734,0.4782608695652174,0.3902439024390244,184,42
trained_distilbert,caring,0.3123543123543124,0.43790849673202614,0.36462585034013606,306,42
trained_distilbert,approval,0.295369211514393,0.4724724724724725,0.3634963419329996,999,42
trained_distilbert,disgust,0.4512820512820513,0.3024054982817869,0.36213991769547327,291,42
trained_distilbert,annoyance,0.2469050894085282,0.5358208955223881,0.3380414312617702,670,42
trained_distilbert,excitement,0.2706422018348624,0.38064516129032255,0.3163538873994638,310,42
trained_distilbert,disappointment,0.23237179487179488,0.3502415458937198,0.279383429672447,414,42
trained_distilbert,embarrassment,0.28865979381443296,0.22764227642276422,0.2545454545454545,123,42
trained_distilbert,nervousness,0.15789473684210525,0.34285714285714286,0.21621621621621623,105,42
trained_distilbert,realization,0.20638820638820637,0.18181818181818182,0.19332566168009205,462,42
trained_distilbert,pride,0.5714285714285714,0.05263157894736842,0.0963855421686747,76,42
trained_distilbert,relief,0.08888888888888889,0.05194805194805195,0.06557377049180328,77,42
trained_distilbert,grief,0.5,0.025,0.047619047619047616,40,42
trained_roberta,gratitude,0.8282674772036475,0.812220566318927,0.8201655379984951,671,42
trained_roberta,love,0.65,0.7599164926931107,0.7006737247353224,479,42
trained_roberta,amusement,0.6129032258064516,0.7375231053604436,0.6694630872483222,541,42
trained_roberta,admiration,0.6588114754098361,0.6267056530214425,0.6423576423576424,1026,42
trained_roberta,remorse,0.4639175257731959,0.6870229007633588,0.5538461538461539,131,42
trained_roberta,neutral,0.5077868852459017,0.5855387523629489,0.5438981562774363,2116,42
trained_roberta,curiosity,0.4334061135371179,0.7192028985507246,0.5408719346049047,552,42
trained_roberta,fear,0.4801980198019802,0.5480225988700564,0.5118733509234829,177,42
trained_roberta,sadness,0.5548780487804879,0.47150259067357514,0.5098039215686274,386,42
trained_roberta,surprise,0.5245901639344263,0.4804804804804805,0.5015673981191222,333,42
trained_roberta,joy,0.48337028824833705,0.47288503253796094,0.4780701754385965,461,42
trained_roberta,optimism,0.5224719101123596,0.40969162995594716,0.45925925925925926,454,42
trained_roberta,anger,0.4359504132231405,0.482837528604119,0.4581976112920738,437,42
trained_roberta,desire,0.46368715083798884,0.45108695652173914,0.4573002754820937,184,42
trained_roberta,disapproval,0.39470198675496687,0.47151898734177217,0.4297043979812545,632,42
trained_roberta,confusion,0.3195625759416768,0.6322115384615384,0.4245359160613398,416,42
trained_roberta,caring,0.37464788732394366,0.434640522875817,0.40242057488653554,306,42
trained_roberta,disgust,0.36809815950920244,0.41237113402061853,0.3889789303079417,291,42
trained_roberta,approval,0.3515825491873396,0.4114114114114114,0.37915129151291516,999,42
trained_roberta,excitement,0.34513274336283184,0.3774193548387097,0.3605546995377504,310,42
trained_roberta,annoyance,0.32506527415143605,0.3716417910447761,0.3467966573816156,670,42
trained_roberta,pride,0.391304347826087,0.23684210526315788,0.29508196721311475,76,42
trained_roberta,disappointment,0.28193832599118945,0.30917874396135264,0.29493087557603687,414,42
trained_roberta,embarrassment,0.36585365853658536,0.24390243902439024,0.2926829268292683,123,42
trained_roberta,nervousness,0.425,0.1619047619047619,0.23448275862068965,105,42
trained_roberta,realization,0.28524590163934427,0.18831168831168832,0.22685788787483702,462,42
trained_roberta,relief,0.12162162162162163,0.11688311688311688,0.11920529801324503,77,42
trained_roberta,grief,0.125,0.05,0.07142857142857142,40,42
